OBJECTID	Field1	X	longitude	latitude	xco2	sif757	sif771	year	month	day	date
590	101565	101565	-47.35143	-25.30102	396.6786	-0.2891709	-0.2789656	2016	4	25	42485
591	101595	101595	-47.10169	-25.54998	381.4767	7.314713	0.08835511	2016	4	16	42476
592	101596	101596	-47.10169	-25.30102	384.1828	-0.02322683	-1.640977	2016	4	16	42476
593	101597	101597	-47.10169	-24.55414	392.5439	0.9223906	0.4152729	2016	4	16	42476
594	101632	101632	-46.85195	-26.54581	386.44	-0.3769786	0.1751883	2016	4	16	42476
595	101633	101633	-46.85195	-26.29685	385.3051	-1.763193	-0.3908275	2016	4	16	42476
596	101634	101634	-46.85195	-26.04789	386.0152	-0.1851919	-1.541273	2016	4	16	42476
597	101635	101635	-46.85195	-25.79894	384.5733	-0.6574559	0.5264623	2016	4	16	42476
598	101636	101636	-46.85195	-25.54998	381.3154	-0.3823476	0.1388052	2016	4	16	42476
599	101679	101679	-46.6022	-26.79477	389.8615	0.0277268	0.2910775	2016	4	16	42476
600	101680	101680	-46.6022	-26.54581	389.2446	-0.2181393	0.1033266	2016	4	16	42476
601	101727	101727	-46.35246	-24.05622	397.9097	-1.110211	-0.6725009	2016	4	18	42478
602	101775	101775	-46.10272	-25.30102	395.0968	1.941671	1.285401	2016	4	18	42478
603	101776	101776	-46.10272	-25.05206	395.0189	-0.1636582	0.324507	2016	4	18	42478
604	101777	101777	-46.10272	-24.8031	395.118	0.0762113	0.04993786	2016	4	18	42478
605	101778	101778	-46.10272	-24.55414	394.9241	-0.1340644	-0.5128354	2016	4	18	42478
606	101779	101779	-46.10272	-24.30518	394.7972	-0.240139	-0.6391435	2016	4	18	42478
607	101780	101780	-46.10272	-24.05622	394.1623	0.3672406	0.7223192	2016	4	18	42478
608	101818	101818	-45.85297	-26.54581	395.1394	0.3306239	0.2889004	2016	4	18	42478
609	101819	101819	-45.85297	-26.29685	395.6875	-0.458499	-0.08962195	2016	4	18	42478
610	101820	101820	-45.85297	-26.04789	395.2116	-0.007034171	0.06727714	2016	4	18	42478
611	101821	101821	-45.85297	-25.79894	394.8687	0.1921227	-0.2426422	2016	4	18	42478
612	101822	101822	-45.85297	-25.54998	394.7378	-0.1754349	-0.201532	2016	4	18	42478
613	101823	101823	-45.85297	-25.30102	394.8589	0.0409919	0.3406613	2016	4	18	42478
614	101824	101824	-45.85297	-25.05206	394.475	0.7128113	-0.1031664	2016	4	18	42478
615	101825	101825	-45.85297	-24.8031	394.5991	-0.07474915	0.9211003	2016	4	18	42478
616	101826	101826	-45.85297	-23.80727	394.4172	0.8126899	0.5625842	2016	4	9	42469
617	101865	101865	-45.60323	-26.79477	395.0313	0.2164843	-0.2656427	2016	4	18	42478
618	101866	101866	-45.60323	-26.54581	395.0644	-0.4235276	-0.205819	2016	4	18	42478
619	101867	101867	-45.60323	-26.29685	395.0375	-48.14416	-0.08111476	2016	4	18	42478
620	101868	101868	-45.60323	-26.04789	394.8826	1.236323	-0.04954341	2016	4	18	42478
621	101869	101869	-45.60323	-24.55414	384.8507	0.5744581	0.2587842	2016	4	9	42469
622	101870	101870	-45.60323	-24.30518	391.4018	-0.1375867	-0.7366159	2016	4	9	42469
624	101911	101911	-45.35348	-25.79894	381.8239	-7.149815	-1.368079	2016	4	9	42469
625	101945	101945	-45.10374	-26.54581	385.279	-0.08746503	0.02398576	2016	4	9	42469
627	101976	101976	-44.854	-23.55831	394.4881	0.03255095	1.459407	2016	4	11	42471
628	101998	101998	-44.60425	-24.55414	394.4162	1.05532	-0.1515481	2016	4	11	42471
629	101999	101999	-44.60425	-24.30518	394.1743	0.9527908	0.5181842	2016	4	11	42471
630	102000	102000	-44.60425	-24.05622	393.8714	-0.1463612	-0.1442502	2016	4	11	42471
631	102001	102001	-44.60425	-23.80727	394.0125	0.1115992	-0.170012	2016	4	11	42471
632	102002	102002	-44.60425	-23.55831	394.3346	-1.010723	0.4349802	2016	4	11	42471
633	102021	102021	-44.35451	-25.79894	394.3777	0.290853	0.001567437	2016	4	11	42471
634	102022	102022	-44.35451	-25.54998	393.4928	-0.112468	0.2405586	2016	4	11	42471
635	102023	102023	-44.35451	-25.30102	393.8749	-0.1052504	0.03973845	2016	4	11	42471
636	102024	102024	-44.35451	-25.05206	393.308	-0.9326456	-0.3245508	2016	4	11	42471
637	102025	102025	-44.35451	-24.8031	392.6731	-0.2328288	0.06920613	2016	4	11	42471
638	102026	102026	-44.35451	-24.55414	392.7632	-0.03400129	0.1103372	2016	4	11	42471
639	102027	102027	-44.35451	-24.30518	393.4673	-0.01740379	-0.1813298	2016	4	11	42471
640	102048	102048	-44.10476	-26.04789	393.2434	0.2944427	-0.1969362	2016	4	11	42471
641	102049	102049	-44.10476	-25.79894	393.8115	0.03672301	-0.2114125	2016	4	11	42471
642	102050	102050	-44.10476	-25.54998	393.4006	-0.2220689	0.1769321	2016	4	11	42471
643	102051	102051	-44.10476	-25.30102	393.7527	0.3171412	-0.7563438	2016	4	11	42471
644	107776	107776	-45.85297	-24.30518	383.7948	1.947764	0.09993679	2016	5	11	42501
645	107810	107810	-45.60323	-24.8031	385.3739	-0.002054284	-1.506314	2016	5	11	42501
646	107811	107811	-45.60323	-24.55414	382.757	0.103047	0.3822479	2016	5	11	42501
647	107961	107961	-44.60425	-25.30102	394.1721	-0.8473176	0.1037347	2016	5	13	42503
648	107962	107962	-44.60425	-25.05206	395.0232	0.336431	-0.04188464	2016	5	13	42503
649	107963	107963	-44.60425	-24.8031	395.2033	-0.02725393	-0.2656788	2016	5	13	42503
650	107964	107964	-44.60425	-24.55414	391.8514	-0.2387876	0.2896372	2016	5	13	42503
651	108005	108005	-44.35451	-26.29685	395.5545	-0.1423707	0.1650685	2016	5	13	42503
652	108006	108006	-44.35451	-26.04789	395.5296	-1.686779	0.04494572	2016	5	13	42503
653	108007	108007	-44.35451	-25.79894	395.4787	0.007816048	-0.06427377	2016	5	13	42503
654	108008	108008	-44.35451	-25.54998	395.4458	0.3695629	-0.1059742	2016	5	13	42503
655	108009	108009	-44.35451	-25.30102	395.1289	0.5046098	-0.4715349	2016	5	13	42503
656	108010	108010	-44.35451	-25.05206	394.616	-0.9411687	-0.4747864	2016	5	13	42503
657	108011	108011	-44.35451	-24.8031	395.3651	0.07145826	-0.3664001	2016	5	13	42503
658	108051	108051	-44.10476	-26.04789	395.0672	0.6188868	0.1185823	2016	5	13	42503
659	108052	108052	-44.10476	-25.79894	395.1713	0.1928603	0.3175814	2016	5	13	42503
661	108187	108187	-43.35553	-23.30935	394.8394	0.4558907	-0.6622981	2016	5	6	42496
662	114545	114545	-47.35143	-24.8031	393.4425	-15.01407	0.4550559	2016	6	28	42549
663	114593	114593	-47.10169	-25.05206	391.0196	-1.755171	0.1550201	2016	6	28	42549
664	114594	114594	-47.10169	-24.8031	393.7287	-0.1335091	1.619167	2016	6	28	42549
665	114595	114595	-47.10169	-24.55414	392.2478	-12.70467	0.2865326	2016	6	28	42549
666	114633	114633	-46.85195	-26.54581	393.4579	0.1677636	0.2566524	2016	6	28	42549
667	114634	114634	-46.85195	-26.29685	393.17	0.5442442	-0.2588718	2016	6	28	42549
668	114635	114635	-46.85195	-26.04789	394.1521	0.4786705	0.08414312	2016	6	28	42549
669	114636	114636	-46.85195	-25.79894	391.8382	0.02497524	-2.091385	2016	6	28	42549
670	114665	114665	-46.6022	-26.79477	395.3843	0.6895565	0.2504893	2016	6	28	42549
671	114943	114943	-44.60425	-24.05622	395.2354	-1.03	-0.8357785	2016	6	14	42535
672	114944	114944	-44.60425	-23.80727	395.6665	0.8844907	-0.5550919	2016	6	14	42535
673	114945	114945	-44.60425	-23.55831	395.1576	-0.4989443	0.2078356	2016	6	14	42535
674	114947	114947	-44.60425	-23.06039	399.9197	3.948671	-0.491134	2016	6	5	42526
675	114948	114948	-44.60425	-23.06039	393.7028	0.7308993	-0.3757088	2016	6	14	42535
676	114991	114991	-44.35451	-24.8031	395.5339	0.7989134	0.3195756	2016	6	14	42535
677	114992	114992	-44.35451	-24.55414	394.725	-0.0423378	0.09673992	2016	6	14	42535
678	114993	114993	-44.35451	-24.30518	394.9861	-0.05910057	0.2633136	2016	6	14	42535
679	114994	114994	-44.35451	-24.05622	394.8232	0.679871	-0.1509011	2016	6	14	42535
680	114995	114995	-44.35451	-23.80727	394.4003	0.004888573	-0.02956713	2016	6	14	42535
681	114996	114996	-44.35451	-23.55831	394.4384	0.460614	-0.4470689	2016	6	14	42535
682	115035	115035	-44.10476	-24.8031	393.2805	1.714046	0.6992805	2016	6	14	42535
683	115036	115036	-44.10476	-24.55414	393.5236	0.3720899	-2.144048	2016	6	14	42535
684	122788	122788	-47.35143	-25.05206	391.6117	0.009595925	-0.5555118	2016	7	30	42581
685	122840	122840	-47.10169	-26.29685	397.1408	-1.65033	-0.4966244	2016	7	30	42581
686	122841	122841	-47.10169	-26.04789	396.9959	-0.1418821	-0.3128768	2016	7	30	42581
687	122842	122842	-47.10169	-25.79894	396.215	-188.6189	-0.03748844	2016	7	30	42581
688	122843	122843	-47.10169	-25.54998	394.2831	0.2853423	-0.2601884	2016	7	30	42581
689	122844	122844	-47.10169	-25.30102	393.5092	0.2511162	-0.2277158	2016	7	30	42581
690	122845	122845	-47.10169	-25.05206	394.7093	0.5225429	-0.1304332	2016	7	30	42581
691	122846	122846	-47.10169	-24.8031	387.4414	-0.3534929	0.2702726	2016	7	30	42581
692	122885	122885	-46.85195	-26.79477	397.3135	0.2074172	0.007879801	2016	7	30	42581
693	122886	122886	-46.85195	-26.54581	396.5336	0.2139001	0.07002287	2016	7	30	42581
694	122887	122887	-46.85195	-26.29685	396.6217	0.4286472	-0.2595777	2016	7	30	42581
695	122888	122888	-46.85195	-26.04789	396.1458	0.1040478	-0.4016125	2016	7	30	42581
696	122889	122889	-46.85195	-25.79894	396.5919	0.6612293	0.09086458	2016	7	30	42581
697	123082	123082	-45.85297	-24.55414	396.271	0.4711315	-0.3809906	2016	7	23	42574
698	123083	123083	-45.85297	-24.30518	396.2991	0.2920417	-0.3289075	2016	7	23	42574
699	123084	123084	-45.85297	-24.05622	395.8492	0.1428567	-0.3441035	2016	7	23	42574
700	123085	123085	-45.85297	-23.80727	395.2883	0.3771807	-0.3152704	2016	7	23	42574
701	123133	123133	-45.60323	-25.79894	394.5404	0.3630315	-0.08556507	2016	7	23	42574
702	123134	123134	-45.60323	-25.54998	394.1755	-0.08706196	-0.5031557	2016	7	23	42574
703	123135	123135	-45.60323	-25.30102	395.5026	0.1866333	0.07332588	2016	7	23	42574
704	123136	123136	-45.60323	-25.05206	395.8567	0.327202	-0.3030064	2016	7	23	42574
705	123137	123137	-45.60323	-24.8031	396.0378	0.1304987	-0.1118202	2016	7	23	42574
706	123138	123138	-45.60323	-24.55414	395.8459	-0.115445	-0.1185184	2016	7	23	42574
707	123139	123139	-45.60323	-24.30518	395.519	0.5291792	-0.1803433	2016	7	23	42574
708	123176	123176	-45.35348	-26.79477	395.9611	-0.2340637	0.2301946	2016	7	23	42574
709	123177	123177	-45.35348	-26.54581	395.7472	-2.838177	-0.2572419	2016	7	23	42574
710	123178	123178	-45.35348	-26.29685	395.5643	0.1679061	-0.09454813	2016	7	23	42574
711	123179	123179	-45.35348	-26.04789	395.5284	-0.08360628	0.06101919	2016	7	23	42574
712	123180	123180	-45.35348	-25.79894	395.0305	0.5463304	-0.1030394	2016	7	23	42574
713	123181	123181	-45.35348	-25.54998	394.5886	0.7935209	-0.1963652	2016	7	23	42574
714	123232	123232	-45.10374	-26.79477	395.5377	-0.1882954	-0.3125058	2016	7	23	42574
715	123233	123233	-45.10374	-26.54581	395.3808	-0.06105107	-0.03333262	2016	7	23	42574
716	123485	123485	-43.85502	-25.30102	381.3909	-0.1363261	0.0941341	2016	7	7	42558
717	129441	129441	-48.35041	-25.79894	394.331	14.10182	-0.6597294	2016	8	29	42611
718	129520	129520	-47.60118	-25.30102	398.5231	1.720328	0.09296155	2016	8	31	42613
719	129521	129521	-47.60118	-25.05206	398.1692	0.7545713	-0.22276	2016	8	31	42613
720	129522	129522	-47.60118	-24.8031	398.2403	-0.002757539	0.1505533	2016	8	31	42613
721	129559	129559	-47.35143	-26.29685	398.6594	-0.09197717	0.3942722	2016	8	31	42613
722	129560	129560	-47.35143	-26.04789	398.3945	-0.1969746	-0.4100916	2016	8	31	42613
723	129561	129561	-47.35143	-25.79894	398.5956	-0.2811963	-0.3600646	2016	8	31	42613
724	129562	129562	-47.35143	-25.54998	398.4377	0.9869094	-0.1651852	2016	8	31	42613
725	129563	129563	-47.35143	-25.30102	397.7998	0.6208916	-0.4394297	2016	8	31	42613
726	129564	129564	-47.35143	-25.05206	398.1039	1.2314	-0.0196637	2016	8	31	42613
727	129565	129565	-47.35143	-24.8031	397.702	-0.1749896	-0.001812461	2016	8	31	42613
728	129600	129600	-47.10169	-26.79477	398.4961	-0.1383598	-0.05090944	2016	8	31	42613
729	129601	129601	-47.10169	-26.54581	398.9272	0.6110014	-0.4405633	2016	8	31	42613
730	129602	129602	-47.10169	-26.29685	398.1813	0.1785762	-0.3198693	2016	8	31	42613
731	129603	129603	-47.10169	-26.04789	397.7004	0.2114977	0.1320175	2016	8	31	42613
732	129730	129730	-46.10272	-24.55414	394.0785	-0.023102	0.4197379	2016	8	24	42606
733	129731	129731	-46.10272	-24.30518	394.3706	-0.1409261	-0.2006475	2016	8	24	42606
734	129732	129732	-46.10272	-24.05622	394.4497	-0.4263433	-0.1412711	2016	8	24	42606
735	129770	129770	-45.85297	-25.79894	394.8788	-0.4181561	0.4447217	2016	8	24	42606
736	129771	129771	-45.85297	-25.54998	393.7689	0.7271258	0.04269287	2016	8	24	42606
737	129772	129772	-45.85297	-25.30102	392.81	0.09427274	-0.5783469	2016	8	24	42606
738	129773	129773	-45.85297	-25.05206	388.9581	0.9982849	0.002844328	2016	8	24	42606
739	129774	129774	-45.85297	-24.8031	391.6302	0.5462831	-0.3871019	2016	8	24	42606
740	129775	129775	-45.85297	-24.55414	393.0393	-0.5110467	-0.5863004	2016	8	24	42606
741	129776	129776	-45.85297	-24.30518	394.0854	-64.81587	-0.6952664	2016	8	24	42606
742	129807	129807	-45.60323	-26.79477	395.0185	0.1707197	-0.7951555	2016	8	24	42606
743	129808	129808	-45.60323	-26.54581	394.3666	0.1662671	-0.4439359	2016	8	24	42606
744	129809	129809	-45.60323	-26.29685	394.3387	0.09791158	-0.3306235	2016	8	24	42606
745	129810	129810	-45.60323	-26.04789	394.3948	0.2501893	-0.2056801	2016	8	24	42606
746	129811	129811	-45.60323	-25.79894	394.3309	0.1032724	-0.2077222	2016	8	24	42606
747	129812	129812	-45.60323	-25.54998	393.811	0.8151225	-0.2414408	2016	8	24	42606
748	129849	129849	-45.35348	-26.79477	394.6201	-0.1456975	-0.1196119	2016	8	24	42606
749	129850	129850	-45.35348	-26.54581	394.2962	-0.2457997	0.2417677	2016	8	24	42606
750	129975	129975	-44.60425	-23.06039	381.6153	1.073599	4.498798	2016	8	8	42590
752	136780	136780	-45.85297	-26.79477	392.9244	0.1510447	-0.2376117	2016	9	25	42638
753	136781	136781	-45.85297	-26.54581	394.3315	0.5454119	0.2845255	2016	9	25	42638
754	136839	136839	-45.60323	-26.79477	392.4786	0.3862365	-0.2973846	2016	9	25	42638
755	137005	137005	-44.854	-24.55414	396.4317	-0.06244079	0.9328928	2016	9	18	42631
756	137006	137006	-44.854	-24.30518	394.5798	0.7915344	0.1330553	2016	9	18	42631
757	137007	137007	-44.854	-24.05622	392.5889	0.5211049	0.379808	2016	9	18	42631
758	137008	137008	-44.854	-23.80727	396.319	-0.008365247	0.2785121	2016	9	18	42631
759	137009	137009	-44.854	-23.55831	397.3891	-0.08430246	-0.5173082	2016	9	18	42631
760	137066	137066	-44.60425	-25.30102	397.1612	2.402773	2.08633	2016	9	18	42631
761	137067	137067	-44.60425	-25.05206	399.6023	0.5269829	-0.4191839	2016	9	18	42631
762	137068	137068	-44.60425	-24.55414	394.7104	0.01586517	0.1776354	2016	9	18	42631
763	137069	137069	-44.60425	-24.30518	392.7515	-0.3256853	0.05951969	2016	9	18	42631
764	137070	137070	-44.60425	-24.05622	392.3956	1.130799	0.3010999	2016	9	18	42631
765	137124	137124	-44.35451	-25.79894	396.8987	0.8996632	0.7418049	2016	9	18	42631
766	137125	137125	-44.35451	-25.54998	399.0728	1.302599	1.636141	2016	9	18	42631
767	137296	137296	-43.35553	-23.80727	395.0769	0.2242653	-0.2379366	2016	9	11	42624
768	137297	137297	-43.35553	-23.55831	395.234	-0.05113668	-0.3965755	2016	9	11	42624
769	137298	137298	-43.35553	-23.30935	395.1281	-0.3870972	-0.06095349	2016	9	11	42624
770	143556	143556	-47.60118	-26.54581	391.9562	-0.03515406	0.4756083	2016	10	2	42645
771	143557	143557	-47.60118	-26.29685	393.7953	-0.411483	-0.3790891	2016	10	2	42645
772	143558	143558	-47.60118	-26.04789	392.0474	0.3154277	-1.140509	2016	10	2	42645
773	143590	143590	-47.35143	-26.79477	392.8795	0.3892227	-1.236299	2016	10	2	42645
774	143591	143591	-47.35143	-26.54581	392.1186	-0.1513079	0.1647439	2016	10	2	42645
775	143592	143592	-47.35143	-26.29685	393.3647	0.8135428	-0.1150454	2016	10	2	42645
776	143813	143813	-45.85297	-23.80727	383.2158	4.174292	3.103751	2016	10	18	42661
777	143919	143919	-45.10374	-24.55414	397.9819	-0.2487067	0.1329669	2016	10	20	42663
778	143920	143920	-45.10374	-24.30518	397.806	0.3228513	0.8836928	2016	10	20	42663
779	143921	143921	-45.10374	-24.05622	398.4841	0.3287135	-0.01705548	2016	10	20	42663
780	143922	143922	-45.10374	-23.80727	398.8532	0.04213863	0.2814209	2016	10	20	42663
781	143923	143923	-45.10374	-23.55831	395.7853	-0.7496879	-0.3592041	2016	10	20	42663
782	143964	143964	-44.854	-25.79894	398.7814	0.1943576	0.1734502	2016	10	20	42663
783	143965	143965	-44.854	-25.54998	397.0525	-0.1075769	0.3940532	2016	10	20	42663
784	143966	143966	-44.854	-25.30102	397.1926	0.3398003	0.003322157	2016	10	20	42663
785	143967	143967	-44.854	-25.05206	397.4097	0.04373015	0.5359308	2016	10	20	42663
786	143968	143968	-44.854	-24.8031	397.1068	0.3082035	-0.05163471	2016	10	20	42663
787	143969	143969	-44.854	-24.55414	397.6639	0.2798422	-0.3061446	2016	10	20	42663
788	143970	143970	-44.854	-24.30518	397.643	-0.3157006	0.1312399	2016	10	20	42663
789	144015	144015	-44.60425	-26.54581	384.0371	-0.04582104	1.363578	2016	10	20	42663
790	144016	144016	-44.60425	-26.29685	392.8462	0.2753707	0.3310099	2016	10	20	42663
791	144017	144017	-44.60425	-26.04789	396.4763	-0.2473396	0.1045978	2016	10	20	42663
792	144018	144018	-44.60425	-25.79894	396.7304	-0.244172	-0.3353075	2016	10	20	42663
793	144019	144019	-44.60425	-25.54998	395.8825	0.4000393	0.165676	2016	10	20	42663
794	144020	144020	-44.60425	-25.30102	396.8696	-0.389695	0.09102251	2016	10	20	42663
795	144160	144160	-43.60528	-23.80727	390.5417	-0.02128583	-0.4593534	2016	10	13	42656
796	144161	144161	-43.60528	-23.30935	394.5098	-0.0862498	-0.2085591	2016	10	13	42656
797	144162	144162	-43.60528	-23.06039	392.6909	-1.898439	-0.07726296	2016	10	13	42656
798	144199	144199	-43.35553	-24.05622	396.604	-0.8473386	0.914064	2016	10	13	42656
799	149708	149708	-48.35041	-25.79894	395.0461	0.102958	0.2514707	2016	11	1	42675
800	149831	149831	-46.6022	-24.8031	394.5112	-1.487733	-0.9219403	2016	11	28	42702
801	149832	149832	-46.6022	-24.55414	394.5993	-0.3279551	0.01592267	2016	11	28	42702
802	149833	149833	-46.6022	-24.30518	393.4754	-0.254881	0.8342249	2016	11	28	42702
803	149852	149852	-46.35246	-25.54998	402.6345	0.9746784	0.7009552	2016	11	28	42702
804	149853	149853	-46.35246	-25.30102	392.9586	-0.3405718	0.3559552	2016	11	28	42702
805	149854	149854	-46.35246	-25.05206	393.3527	-0.1055265	-0.3719086	2016	11	28	42702
806	149855	149855	-46.35246	-24.8031	393.0528	0.2989667	0.3007392	2016	11	28	42702
807	149856	149856	-46.35246	-24.55414	392.7909	-2.298349	1.072905	2016	11	28	42702
808	149881	149881	-46.10272	-26.29685	393.129	-0.4266582	-0.8835356	2016	11	28	42702
809	149882	149882	-46.10272	-26.04789	394.0511	0.005230205	-0.3480712	2016	11	28	42702
810	149905	149905	-45.85297	-24.30518	382.8682	0.01307365	-0.2182566	2016	11	19	42693
811	149906	149906	-45.85297	-24.05622	384.9473	-0.3216074	0.1892001	2016	11	19	42693
812	149907	149907	-45.85297	-23.80727	391.2944	0.241519	-1.056506	2016	11	19	42693
813	149929	149929	-45.60323	-25.05206	381.7115	-0.000440529	-0.05761776	2016	11	19	42693
814	149930	149930	-45.60323	-24.8031	384.2976	0.3047108	0.06374199	2016	11	19	42693
815	149931	149931	-45.60323	-24.55414	388.4127	-0.4141123	0.3491688	2016	11	19	42693
816	149932	149932	-45.60323	-24.30518	386.8818	-2.162948	-0.5833968	2016	11	19	42693
817	149948	149948	-45.35348	-25.79894	383.8519	2.731586	1.493717	2016	11	19	42693
818	149949	149949	-45.35348	-25.54998	380.029	0.01407107	0.3739285	2016	11	19	42693
819	149950	149950	-45.35348	-25.30102	386.8031	1.893847	0.1013057	2016	11	19	42693
821	149974	149974	-45.10374	-24.55414	397.8622	0.267816	0.06233808	2016	11	21	42695
822	149975	149975	-45.10374	-24.30518	394.8023	1.575346	-0.1852836	2016	11	21	42695
823	149976	149976	-45.10374	-24.05622	393.9964	0.4516895	0.1809147	2016	11	21	42695
824	149977	149977	-45.10374	-23.80727	393.7505	1.085975	-0.6204513	2016	11	21	42695
825	149978	149978	-45.10374	-23.55831	392.9646	0.4780486	0.2430732	2016	11	21	42695
826	149999	149999	-44.854	-25.79894	393.3727	2.219023	0.009663197	2016	11	21	42695
827	150000	150000	-44.854	-25.54998	392.5868	-0.1833902	-0.3977787	2016	11	21	42695
828	150001	150001	-44.854	-25.30102	392.7709	0.3388898	-0.335274	2016	11	21	42695
829	150002	150002	-44.854	-25.05206	394.063	0.7867008	0.1405587	2016	11	21	42695
830	150003	150003	-44.854	-24.8031	392.5881	0.1191296	0.379218	2016	11	21	42695
831	150004	150004	-44.854	-24.55414	392.9462	0.5499621	0.6362862	2016	11	21	42695
832	150023	150023	-44.60425	-26.54581	395.3143	0.3063089	0.4852133	2016	11	21	42695
833	150024	150024	-44.60425	-26.29685	394.6534	-4.622252	-0.3361834	2016	11	21	42695
834	150025	150025	-44.60425	-26.04789	395.9585	1.482188	-0.1154141	2016	11	21	42695
835	150026	150026	-44.60425	-25.79894	394.4826	-1.385211	-0.5058507	2016	11	21	42695
836	154775	154775	-47.85092	-25.79894	393.9607	-0.8289515	-0.6519691	2016	12	5	42709
837	154776	154776	-47.85092	-25.54998	393.5048	-0.01648354	0.1778534	2016	12	5	42709
838	154777	154777	-47.85092	-25.30102	393.2179	0.2104575	0.1116609	2016	12	5	42709
839	154778	154778	-47.85092	-25.05206	392.652	0.9942621	-0.2009915	2016	12	5	42709
840	154803	154803	-47.60118	-26.54581	390.1881	-0.1435151	0.3793287	2016	12	5	42709
841	154804	154804	-47.60118	-26.29685	393.0432	0.0637266	0.0144957	2016	12	5	42709
842	154805	154805	-47.60118	-26.04789	392.9623	-27.66566	-0.1294094	2016	12	5	42709
843	154806	154806	-47.60118	-25.79894	393.3864	-0.1290736	0.1510982	2016	12	5	42709
844	154807	154807	-47.60118	-25.54998	393.0155	0.116914	-0.2784941	2016	12	5	42709
845	154857	154857	-47.10169	-25.54998	392.1316	1.611824	0.5680385	2016	12	28	42732
846	154858	154858	-47.10169	-25.30102	391.0757	0.2610413	-0.3369512	2016	12	28	42732
847	154859	154859	-47.10169	-25.05206	391.3408	0.1913827	-0.1373732	2016	12	28	42732
848	154860	154860	-47.10169	-24.8031	390.7299	-1.526467	-0.6420111	2016	12	28	42732
849	154861	154861	-47.10169	-24.55414	390.737	0.2099954	0.2128718	2016	12	28	42732
850	154890	154890	-46.85195	-26.54581	392.6031	0.03168762	0.100373	2016	12	28	42732
851	154891	154891	-46.85195	-26.29685	389.7692	4.406026	0.6967994	2016	12	28	42732
852	154892	154892	-46.85195	-26.04789	392.1513	0.1948318	0.165211	2016	12	28	42732
853	154893	154893	-46.85195	-25.79894	391.6234	-36.10582	-1.121247	2016	12	28	42732
854	154894	154894	-46.85195	-25.54998	390.3435	-0.2623507	-0.8164834	2016	12	28	42732
855	154895	154895	-46.85195	-25.30102	391.0696	-0.3571011	-0.925671	2016	12	28	42732
856	154913	154913	-46.6022	-26.79477	392.9617	0.02056436	0.0533764	2016	12	28	42732
857	154914	154914	-46.6022	-26.54581	392.3418	0.3772122	-0.1566404	2016	12	28	42732
858	154915	154915	-46.6022	-26.29685	392.0229	-0.4280306	-1.107654	2016	12	28	42732
859	155073	155073	-44.854	-23.55831	395.882	-0.02371079	-0.02554567	2016	12	23	42727
860	155095	155095	-44.60425	-24.55414	389.1961	-0.5231307	0.1162251	2016	12	23	42727
861	155113	155113	-44.35451	-23.80727	393.4952	-0.2729041	-0.5122403	2016	12	14	42718
862	155114	155114	-44.35451	-23.55831	390.9183	-0.3592003	0.1081126	2016	12	14	42718
863	155191	155191	-43.35553	-24.05622	378.6514	-0.9283315	1.613017	2016	12	16	42720
864	155192	155192	-43.35553	-23.80727	388.2475	-0.8013853	-1.398443	2016	12	16	42720
865	160038	160038	-48.35041	-25.79894	393.8166	-0.4679983	-0.2140716	2017	1	4	42739
866	160170	160170	-47.10169	-25.30102	389.4677	0.1711167	3.460461	2017	1	29	42764
867	160187	160187	-46.85195	-26.29685	387.0288	1.252309	-0.8419105	2017	1	29	42764
868	160188	160188	-46.85195	-26.04789	387.9029	-0.3810906	-0.1279289	2017	1	29	42764
869	160189	160189	-46.85195	-25.79894	388.619	0.003711741	-0.3649032	2017	1	29	42764
870	160190	160190	-46.85195	-25.54998	388.5751	0.1025602	0.3971707	2017	1	29	42764
871	160250	160250	-45.85297	-25.54998	391.1172	-1.152099	-1.184558	2017	1	31	42766
872	160251	160251	-45.85297	-25.30102	390.4363	2.820281	-2.259311	2017	1	31	42766
873	160271	160271	-45.60323	-26.54581	392.2474	-0.4130942	-0.3549375	2017	1	31	42766
874	160272	160272	-45.60323	-26.29685	391.3685	0.1674283	-0.3826446	2017	1	31	42766
875	160273	160273	-45.60323	-26.04789	391.2886	-0.1127538	-0.4029523	2017	1	31	42766
876	160274	160274	-45.60323	-25.79894	389.6357	-0.5683571	-0.1357874	2017	1	31	42766
877	160275	160275	-45.60323	-25.54998	391.5028	-0.1080755	-0.6594073	2017	1	31	42766
878	160276	160276	-45.60323	-25.30102	391.3959	0.522144	0.01338161	2017	1	31	42766
879	160306	160306	-45.35348	-26.54581	391.982	-0.1815362	0.06383989	2017	1	31	42766
880	160307	160307	-45.35348	-26.29685	390.0721	1.50633	0.5335012	2017	1	31	42766
881	160406	160406	-44.60425	-23.80727	393.6492	-2.006762	1.328415	2017	1	24	42759
882	160407	160407	-44.60425	-23.55831	392.1843	0.2763836	2.188888	2017	1	24	42759
883	160430	160430	-44.35451	-25.30102	393.4024	-1.383892	-0.3300283	2017	1	24	42759
884	160431	160431	-44.35451	-25.05206	390.9605	-0.1350248	-0.01475187	2017	1	24	42759
885	160432	160432	-44.35451	-23.55831	397.2806	1.01362	-2.098573	2017	1	15	42750
886	160433	160433	-44.35451	-23.30935	392.3267	0.03513858	-0.1932227	2017	1	15	42750
887	160463	160463	-44.10476	-25.30102	392.8188	-0.04540695	0.576698	2017	1	24	42759
888	160464	160464	-44.10476	-25.05206	392.1069	-0.2172474	-0.8702643	2017	1	24	42759
