longitude,longitude_bnds,latitude,latitude_bnds,time (YYYYMMDDHHMMSS),time_bnds (YYYYMMDDHHMMSS),altitude (km),alt_bnds (km),fluorescence_offset_relative_771nm_idp,fluorescence_offset_relative_757nm_idp,xco2 (Moles Mole^{-1})
-74.58224826388889,-74.70703125:-74.4574652778,-33.71419744057945,-33.838785746:-33.5896091352,20190218120000,20190218000000:20190219000000,3261.856201171875,0.0:6523.71240234,-2.89114e-4,0.00139427,4.01577e-4
-74.58224826388889,-74.70703125:-74.4574652778,-33.46502082981203,-33.5896091352:-33.3404325244,20190218120000,20190218000000:20190219000000,3261.856201171875,0.0:6523.71240234,0.0122681,-999999,3.95297e-4
-74.58224826388889,-74.70703125:-74.4574652778,-32.219137775974936,-32.3437260814:-32.0945494706,20190209120000,20190209000000:20190210000000,3261.856201171875,0.0:6523.71240234,-0.0208435,-0.0886637,4.00887e-4
-74.58224826388889,-74.70703125:-74.4574652778,-31.969961165207515,-32.0945494706:-31.8453728598,20190209120000,20190209000000:20190210000000,3261.856201171875,0.0:6523.71240234,0.00311279,0.00616455,4.02993e-4
-74.58224826388889,-74.70703125:-74.4574652778,-27.48478217139398,-27.6093704768:-27.360193866,20190211120000,20190211000000:20190212000000,3261.856201171875,0.0:6523.71240234,0.0364014,0.00221252,3.99379e-4
-74.58224826388889,-74.70703125:-74.4574652778,-21.255366902208515,-21.3799552076:-21.1307785968,20190204120000,20190204000000:20190205000000,3261.856201171875,0.0:6523.71240234,0.00506592,-999999,4.05143e-4
-74.58224826388889,-74.70703125:-74.4574652778,-21.006190291441097,-21.1307785968:-20.8816019861,20190204120000,20190204000000:20190205000000,3261.856201171875,0.0:6523.71240234,7.87806e-4,-0.00896819,4.04859e-4
-74.58224826388889,-74.70703125:-74.4574652778,-20.75701368067368,-20.8816019861:-20.6324253753,20190204120000,20190204000000:20190205000000,3261.856201171875,0.0:6523.71240234,0.0139722,0.0048291,4.04273e-4
-74.58224826388889,-74.70703125:-74.4574652778,-20.50783706990626,-20.6324253753:-20.3832487645,20190204120000,20190204000000:20190205000000,3261.856201171875,0.0:6523.71240234,0.00268555,-0.0299683,4.04078e-4
-74.58224826388889,-74.70703125:-74.4574652778,-20.50783706990626,-20.6324253753:-20.3832487645,20190227120000,20190227000000:20190228000000,3261.856201171875,0.0:6523.71240234,0.013916,-999999,3.9354e-4
-74.58224826388889,-74.70703125:-74.4574652778,-14.029245189953375,-14.1538334953:-13.9046568846,20190220120000,20190220000000:20190221000000,3261.856201171875,0.0:6523.71240234,-3.66211e-4,0.00640869,3.98141e-4
-74.58224826388889,-74.70703125:-74.4574652778,-13.780068579185956,-13.9046568846:-13.6554802738,20190220120000,20190220000000:20190221000000,3261.856201171875,0.0:6523.71240234,0.0119185,0.00800115,3.9137e-4
-74.33268229166666,-74.4574652778:-74.2078993056,-29.478195057533334,-29.6027833629:-29.3536067521,20190211120000,20190211000000:20190212000000,3261.856201171875,0.0:6523.71240234,0.00734456,0.018691,3.98752e-4
-74.33268229166666,-74.4574652778:-74.2078993056,-29.229018446765913,-29.3536067521:-29.1044301414,20190211120000,20190211000000:20190212000000,3261.856201171875,0.0:6523.71240234,-0.0173187,-0.0225906,3.9927e-4
-74.33268229166666,-74.4574652778:-74.2078993056,-28.979841835998492,-29.1044301414:-28.8552535306,20190211120000,20190211000000:20190212000000,3261.856201171875,0.0:6523.71240234,0.016866,0.436381,3.95437e-4
-74.33268229166666,-74.4574652778:-74.2078993056,-28.73066522523108,-28.8552535306:-28.6060769198,20190211120000,20190211000000:20190212000000,3261.856201171875,0.0:6523.71240234,0.015407,-0.0246033,3.97592e-4
-74.33268229166666,-74.4574652778:-74.2078993056,-28.481488614463657,-28.6060769198:-28.3569003091,20190211120000,20190211000000:20190212000000,3261.856201171875,0.0:6523.71240234,-0.0218506,0.00201416,4.02524e-4
