longitude,longitude_bnds,latitude,latitude_bnds,time (YYYYMMDDHHMMSS),time_bnds (YYYYMMDDHHMMSS),altitude (km),alt_bnds (km),fluorescence_offset_relative_771nm_idp,fluorescence_offset_relative_757nm_idp,xco2 (Moles Mole^{-1})
-74.58224826388889,-74.70703125:-74.4574652778,-32.46831438674236,-32.5929026921:-32.3437260814,20180630120000,20180630000000:20180701000000,3264.751953125,0.0:6529.50390625,-999999,0.0043335,3.83914e-4
-74.58224826388889,-74.70703125:-74.4574652778,-32.219137775974936,-32.3437260814:-32.0945494706,20180630120000,20180630000000:20180701000000,3264.751953125,0.0:6529.50390625,0.177185,0.0020752,3.76213e-4
-74.58224826388889,-74.70703125:-74.4574652778,-13.530891968418539,-13.6554802738:-13.406303663,20180609120000,20180609000000:20180610000000,3264.751953125,0.0:6529.50390625,-0.00264147,-0.0150926,4.03744e-4
-74.58224826388889,-74.70703125:-74.4574652778,-13.28171535765112,-13.406303663:-13.1571270523,20180609120000,20180609000000:20180610000000,3264.751953125,0.0:6529.50390625,0.0102142,0.00632324,4.01982e-4
-74.58224826388889,-74.70703125:-74.4574652778,-13.0325387468837,-13.1571270523:-12.9079504415,20180609120000,20180609000000:20180610000000,3264.751953125,0.0:6529.50390625,0.00416347,0.0190639,4.01846e-4
-74.58224826388889,-74.70703125:-74.4574652778,-12.783362136116281,-12.9079504415:-12.6587738307,20180609120000,20180609000000:20180610000000,3264.751953125,0.0:6529.50390625,-0.0191379,0.00219727,4.00788e-4
-74.58224826388889,-74.70703125:-74.4574652778,-12.783362136116281,-12.9079504415:-12.6587738307,20180618120000,20180618000000:20180619000000,3264.751953125,0.0:6529.50390625,0.014389,0.0164185,3.98564e-4
-74.58224826388889,-74.70703125:-74.4574652778,-12.534185525348862,-12.6587738307:-12.40959722,20180609120000,20180609000000:20180610000000,3264.751953125,0.0:6529.50390625,0.00856188,0.00958704,4.00447e-4
-74.58224826388889,-74.70703125:-74.4574652778,-12.534185525348862,-12.6587738307:-12.40959722,20180618120000,20180618000000:20180619000000,3264.751953125,0.0:6529.50390625,0.00963514,0.00742945,4.01506e-4
-74.58224826388889,-74.70703125:-74.4574652778,-12.285008914581445,-12.40959722:-12.1604206092,20180609120000,20180609000000:20180610000000,3264.751953125,0.0:6529.50390625,-0.00611637,0.0063445,4.05212e-4
-74.58224826388889,-74.70703125:-74.4574652778,-12.285008914581445,-12.40959722:-12.1604206092,20180618120000,20180618000000:20180619000000,3264.751953125,0.0:6529.50390625,0.00161621,-1.37939e-4,4.05243e-4
-74.58224826388889,-74.70703125:-74.4574652778,-12.035832303814026,-12.1604206092:-11.9112439984,20180609120000,20180609000000:20180610000000,3264.751953125,0.0:6529.50390625,0.0171814,0.00160217,4.03404e-4
-74.58224826388889,-74.70703125:-74.4574652778,-12.035832303814026,-12.1604206092:-11.9112439984,20180618120000,20180618000000:20180619000000,3264.751953125,0.0:6529.50390625,0.0106339,-0.00278672,4.06933e-4
-74.58224826388889,-74.70703125:-74.4574652778,-5.058887202326304,-5.18347550771:-4.93429889694,20180611120000,20180611000000:20180612000000,3264.751953125,0.0:6529.50390625,0.0231201,0.0124512,3.93218e-4
-74.58224826388889,-74.70703125:-74.4574652778,-4.8097105915588845,-4.93429889694:-4.68512228618,20180611120000,20180611000000:20180612000000,3264.751953125,0.0:6529.50390625,0.0249023,-0.0135498,3.96807e-4
-74.58224826388889,-74.70703125:-74.4574652778,-4.560533980791467,-4.68512228618:-4.43594567541,20180611120000,20180611000000:20180612000000,3264.751953125,0.0:6529.50390625,0.0154121,0.0123688,3.98762e-4
-74.33268229166666,-74.4574652778:-74.2078993056,-14.527598411488212,-14.6521867169:-14.4030101061,20180609120000,20180609000000:20180610000000,3264.751953125,0.0:6529.50390625,0.00730544,-0.00386869,4.03942e-4
-74.33268229166666,-74.4574652778:-74.2078993056,-14.278421800720794,-14.4030101061:-14.1538334953,20180609120000,20180609000000:20180610000000,3264.751953125,0.0:6529.50390625,0.00315348,0.0594533,4.03622e-4
-74.33268229166666,-74.4574652778:-74.2078993056,-14.278421800720794,-14.4030101061:-14.1538334953,20180618120000,20180618000000:20180619000000,3264.751953125,0.0:6529.50390625,0.0317688,-0.0723674,4.0132e-4
-74.33268229166666,-74.4574652778:-74.2078993056,-14.029245189953375,-14.1538334953:-13.9046568846,20180609120000,20180609000000:20180610000000,3264.751953125,0.0:6529.50390625,0.0114668,0.00164247,4.03067e-4
-74.33268229166666,-74.4574652778:-74.2078993056,-14.029245189953375,-14.1538334953:-13.9046568846,20180618120000,20180618000000:20180619000000,3264.751953125,0.0:6529.50390625,0.00975545,0.0430976,4.00137e-4
-74.33268229166666,-74.4574652778:-74.2078993056,-13.780068579185956,-13.9046568846:-13.6554802738,20180609120000,20180609000000:20180610000000,3264.751953125,0.0:6529.50390625,-6.0512e-4,0.00544957,4.0278e-4
-74.33268229166666,-74.4574652778:-74.2078993056,-13.780068579185956,-13.9046568846:-13.6554802738,20180618120000,20180618000000:20180619000000,3264.751953125,0.0:6529.50390625,0.0107613,-0.0215683,4.04562e-4
-74.33268229166666,-74.4574652778:-74.2078993056,-13.530891968418539,-13.6554802738:-13.406303663,20180609120000,20180609000000:20180610000000,3264.751953125,0.0:6529.50390625,0.01105,0.0108567,4.03999e-4
-74.33268229166666,-74.4574652778:-74.2078993056,-13.530891968418539,-13.6554802738:-13.406303663,20180618120000,20180618000000:20180619000000,3264.751953125,0.0:6529.50390625,0.00601083,0.0269481,4.01307e-4
-74.33268229166666,-74.4574652778:-74.2078993056,-13.28171535765112,-13.406303663:-13.1571270523,20180609120000,20180609000000:20180610000000,3264.751953125,0.0:6529.50390625,0.00482178,0.00817871,3.75805e-4
-74.08311631944444,-74.2078993056:-73.9583333333,-23.248779788347868,-23.3733680937:-23.124191483,20180625120000,20180625000000:20180626000000,3264.751953125,0.0:6529.50390625,0.0177612,0.00933838,4.01443e-4
-74.08311631944444,-74.2078993056:-73.9583333333,-22.999603177580447,-23.124191483:-22.8750148722,20180625120000,20180625000000:20180626000000,3264.751953125,0.0:6529.50390625,0.0426229,-0.0108744,3.97629e-4
-74.08311631944444,-74.2078993056:-73.9583333333,-15.773481465325306,-15.8980697707:-15.6488931599,20180609120000,20180609000000:20180610000000,3264.751953125,0.0:6529.50390625,-4.71328e-4,0.0109592,4.02747e-4
-74.08311631944444,-74.2078993056:-73.9583333333,-15.773481465325306,-15.8980697707:-15.6488931599,20180618120000,20180618000000:20180619000000,3264.751953125,0.0:6529.50390625,0.0986084,-0.00267334,4.02005e-4
-74.08311631944444,-74.2078993056:-73.9583333333,-15.524304854557887,-15.6488931599:-15.3997165492,20180609120000,20180609000000:20180610000000,3264.751953125,0.0:6529.50390625,-0.00209857,-0.0347926,4.06268e-4
-74.08311631944444,-74.2078993056:-73.9583333333,-15.524304854557887,-15.6488931599:-15.3997165492,20180618120000,20180618000000:20180619000000,3264.751953125,0.0:6529.50390625,0.00632908,0.00255291,4.05114e-4
-74.08311631944444,-74.2078993056:-73.9583333333,-15.275128243790467,-15.3997165492:-15.1505399384,20180609120000,20180609000000:20180610000000,3264.751953125,0.0:6529.50390625,0.0119601,-0.0131448,4.04251e-4
-74.08311631944444,-74.2078993056:-73.9583333333,-15.275128243790467,-15.3997165492:-15.1505399384,20180618120000,20180618000000:20180619000000,3264.751953125,0.0:6529.50390625,0.00199405,-0.374711,4.06608e-4
-74.08311631944444,-74.2078993056:-73.9583333333,-15.02595163302305,-15.1505399384:-14.9013633276,20180609120000,20180609000000:20180610000000,3264.751953125,0.0:6529.50390625,0.011014,8.29215e-4,4.0257e-4
