longitude,longitude_bnds,latitude,latitude_bnds,time (YYYYMMDDHHMMSS),time_bnds (YYYYMMDDHHMMSS),altitude (km),alt_bnds (km),fluorescence_offset_relative_771nm_idp,fluorescence_offset_relative_757nm_idp,xco2 (Moles Mole^{-1})
-74.58224826388889,-74.70703125:-74.4574652778,-31.969961165207515,-32.0945494706:-31.8453728598,20170307120000,20170307000000:20170308000000,3277.404052734375,0.0:6554.80810547,0.0392456,0.0361328,3.97384e-4
-74.58224826388889,-74.70703125:-74.4574652778,-31.7207845544401,-31.8453728598:-31.5961962491,20170307120000,20170307000000:20170308000000,3277.404052734375,0.0:6554.80810547,0.633362,0.0144653,3.92088e-4
-74.58224826388889,-74.70703125:-74.4574652778,-28.481488614463657,-28.6060769198:-28.3569003091,20170309120000,20170309000000:20170310000000,3277.404052734375,0.0:6554.80810547,0.00639648,-9.30786e-4,4.00143e-4
-74.58224826388889,-74.70703125:-74.4574652778,-28.232312003696237,-28.3569003091:-28.1077236983,20170309120000,20170309000000:20170310000000,3277.404052734375,0.0:6554.80810547,0.00170898,5.2007e-4,4.00012e-4
-74.58224826388889,-74.70703125:-74.4574652778,-27.983135392928823,-28.1077236983:-27.8585470875,20170309120000,20170309000000:20170310000000,3277.404052734375,0.0:6554.80810547,-0.00406277,0.057912,3.99878e-4
-74.58224826388889,-74.70703125:-74.4574652778,-27.7339587821614,-27.8585470875:-27.6093704768,20170309120000,20170309000000:20170310000000,3277.404052734375,0.0:6554.80810547,-0.013241,-0.0100806,3.99267e-4
-74.58224826388889,-74.70703125:-74.4574652778,-27.48478217139398,-27.6093704768:-27.360193866,20170309120000,20170309000000:20170310000000,3277.404052734375,0.0:6554.80810547,0.00147879,-9.39638e-4,3.98129e-4
-74.58224826388889,-74.70703125:-74.4574652778,-27.235605560626563,-27.360193866:-27.1110172552,20170309120000,20170309000000:20170310000000,3277.404052734375,0.0:6554.80810547,-0.0015277000000000001,-0.00241598,3.97209e-4
-74.58224826388889,-74.70703125:-74.4574652778,-26.986428949859146,-27.1110172552:-26.8618406445,20170309120000,20170309000000:20170310000000,3277.404052734375,0.0:6554.80810547,0.0607018,-0.0149231,3.96032e-4
-74.58224826388889,-74.70703125:-74.4574652778,-21.255366902208515,-21.3799552076:-21.1307785968,20170302120000,20170302000000:20170303000000,3277.404052734375,0.0:6554.80810547,0.00401663,0.0194883,4.01166e-4
-74.58224826388889,-74.70703125:-74.4574652778,-21.006190291441097,-21.1307785968:-20.8816019861,20170302120000,20170302000000:20170303000000,3277.404052734375,0.0:6554.80810547,0.0117941,-0.00986488,4.0087e-4
-74.58224826388889,-74.70703125:-74.4574652778,-20.75701368067368,-20.8816019861:-20.6324253753,20170302120000,20170302000000:20170303000000,3277.404052734375,0.0:6554.80810547,0.009781,0.0012591,4.00519e-4
-74.58224826388889,-74.70703125:-74.4574652778,-20.50783706990626,-20.6324253753:-20.3832487645,20170302120000,20170302000000:20170303000000,3277.404052734375,0.0:6554.80810547,0.00423279,-0.00698333,3.99487e-4
-74.58224826388889,-74.70703125:-74.4574652778,-20.258660459138838,-20.3832487645:-20.1340721538,20170302120000,20170302000000:20170303000000,3277.404052734375,0.0:6554.80810547,0.00227061,-9.58147e-4,3.9935e-4
-74.58224826388889,-74.70703125:-74.4574652778,-20.009483848371424,-20.1340721538:-19.884895543,20170302120000,20170302000000:20170303000000,3277.404052734375,0.0:6554.80810547,-0.00594657,0.00226473,3.98706e-4
-74.58224826388889,-74.70703125:-74.4574652778,-20.009483848371424,-20.1340721538:-19.884895543,20170325120000,20170325000000:20170326000000,3277.404052734375,0.0:6554.80810547,0.0196737,-0.00174967,3.92341e-4
-74.58224826388889,-74.70703125:-74.4574652778,-19.760307237604003,-19.884895543:-19.6357189322,20170302120000,20170302000000:20170303000000,3277.404052734375,0.0:6554.80810547,0.0101318,-0.0086263,4.00286e-4
-74.58224826388889,-74.70703125:-74.4574652778,-19.760307237604003,-19.884895543:-19.6357189322,20170325120000,20170325000000:20170326000000,3277.404052734375,0.0:6554.80810547,0.0024928,-0.0335051,3.97471e-4
-74.58224826388889,-74.70703125:-74.4574652778,-19.511130626836582,-19.6357189322:-19.3865423215,20170325120000,20170325000000:20170326000000,3277.404052734375,0.0:6554.80810547,0.00466919,-0.0179621,3.93564e-4
