longitude,longitude_bnds,latitude,latitude_bnds,time (YYYYMMDDHHMMSS),time_bnds (YYYYMMDDHHMMSS),altitude (km),alt_bnds (km),fluorescence_offset_relative_771nm_idp,fluorescence_offset_relative_757nm_idp,xco2 (Moles Mole^{-1})
-74.58224826388889,-74.70703125:-74.4574652778,-32.219137775974936,-32.3437260814:-32.0945494706,20191226120000,20191226000000:20191227000000,3034.823486328125,0.0:6069.64697266,-999999,-0.00457764,3.99516e-4
-74.58224826388889,-74.70703125:-74.4574652778,-31.969961165207515,-32.0945494706:-31.8453728598,20191226120000,20191226000000:20191227000000,3034.823486328125,0.0:6069.64697266,0.00906372,-0.277893,3.98456e-4
-74.58224826388889,-74.70703125:-74.4574652778,-31.47160794367268,-31.5961962491:-31.3470196383,20191226120000,20191226000000:20191227000000,3034.823486328125,0.0:6069.64697266,0.0253906,-0.031189,3.9461e-4
-74.58224826388889,-74.70703125:-74.4574652778,-28.232312003696237,-28.3569003091:-28.1077236983,20191228120000,20191228000000:20191229000000,3034.823486328125,0.0:6069.64697266,-0.00269775,-0.0179077,3.99775e-4
-74.58224826388889,-74.70703125:-74.4574652778,-27.983135392928823,-28.1077236983:-27.8585470875,20191228120000,20191228000000:20191229000000,3034.823486328125,0.0:6069.64697266,0.0139465,-8.8501e-4,3.98282e-4
-74.58224826388889,-74.70703125:-74.4574652778,-22.501249956045612,-22.6258382614:-22.3766616507,20191221120000,20191221000000:20191222000000,3034.823486328125,0.0:6069.64697266,0.00512695,0.160421,3.98254e-4
-74.58224826388889,-74.70703125:-74.4574652778,-22.25207334527819,-22.3766616507:-22.1274850399,20191221120000,20191221000000:20191222000000,3034.823486328125,0.0:6069.64697266,-0.0170201,0.0466309,3.96962e-4
-74.58224826388889,-74.70703125:-74.4574652778,-22.00289673451077,-22.1274850399:-21.8783084291,20191221120000,20191221000000:20191222000000,3034.823486328125,0.0:6069.64697266,0.00439453,0.082092300000000007,3.99479e-4
-74.58224826388889,-74.70703125:-74.4574652778,-21.753720123743356,-21.8783084291:-21.6291318184,20191221120000,20191221000000:20191222000000,3034.823486328125,0.0:6069.64697266,0.0202026,-0.00646973,3.95434e-4
-74.58224826388889,-74.70703125:-74.4574652778,-19.760307237604003,-19.884895543:-19.6357189322,20191212120000,20191212000000:20191213000000,3034.823486328125,0.0:6069.64697266,0.0126682,-0.00699192,4.00299e-4
