longitude,longitude_bnds,latitude,latitude_bnds,time (YYYYMMDDHHMMSS),time_bnds (YYYYMMDDHHMMSS),altitude (km),alt_bnds (km),fluorescence_offset_relative_771nm_idp,fluorescence_offset_relative_757nm_idp,xco2 (Moles Mole^{-1})
-74.58224826388889,-74.70703125:-74.4574652778,-27.48478217139398,-27.6093704768:-27.360193866,20180224120000,20180224000000:20180225000000,3260.01123046875,0.0:6520.02246094,0.0113696,-0.0766449,3.97107e-4
-74.58224826388889,-74.70703125:-74.4574652778,-27.235605560626563,-27.360193866:-27.1110172552,20180224120000,20180224000000:20180225000000,3260.01123046875,0.0:6520.02246094,-0.002414,-0.0319388,3.99464e-4
-74.58224826388889,-74.70703125:-74.4574652778,-26.986428949859146,-27.1110172552:-26.8618406445,20180224120000,20180224000000:20180225000000,3260.01123046875,0.0:6520.02246094,0.0166125,-0.0046174400000000004,3.96321e-4
-74.58224826388889,-74.70703125:-74.4574652778,-20.258660459138838,-20.3832487645:-20.1340721538,20180208120000,20180208000000:20180209000000,3260.01123046875,0.0:6520.02246094,0.00748952,0.0997235,3.96209e-4
-74.58224826388889,-74.70703125:-74.4574652778,-19.760307237604003,-19.884895543:-19.6357189322,20180208120000,20180208000000:20180209000000,3260.01123046875,0.0:6520.02246094,0.0254517,-0.00634766,3.97358e-4
-74.58224826388889,-74.70703125:-74.4574652778,-19.511130626836582,-19.6357189322:-19.3865423215,20180208120000,20180208000000:20180209000000,3260.01123046875,0.0:6520.02246094,-0.00184069,-0.0265787,3.97363e-4
-74.58224826388889,-74.70703125:-74.4574652778,-19.26195401606917,-19.3865423215:-19.1373657107,20180208120000,20180208000000:20180209000000,3260.01123046875,0.0:6520.02246094,0.00869701,-0.00179776,3.96576e-4
-74.58224826388889,-74.70703125:-74.4574652778,-14.278421800720794,-14.4030101061:-14.1538334953,20180210120000,20180210000000:20180211000000,3260.01123046875,0.0:6520.02246094,0.0181885,0.0181832,3.97287e-4
-74.58224826388889,-74.70703125:-74.4574652778,-13.530891968418539,-13.6554802738:-13.406303663,20180201120000,20180201000000:20180202000000,3260.01123046875,0.0:6520.02246094,0.015564,0.0157471,3.97483e-4
-74.33268229166666,-74.4574652778:-74.2078993056,-33.46502082981203,-33.5896091352:-33.3404325244,20180222120000,20180222000000:20180223000000,3260.01123046875,0.0:6520.02246094,0.00427077,-0.00429806,3.95897e-4
