longitude,longitude_bnds,latitude,latitude_bnds,time (YYYYMMDDHHMMSS),time_bnds (YYYYMMDDHHMMSS),altitude (km),alt_bnds (km),fluorescence_offset_relative_771nm_idp,fluorescence_offset_relative_757nm_idp,xco2 (Moles Mole^{-1})
-74.58224826388889,-74.70703125:-74.4574652778,-33.71419744057945,-33.838785746:-33.5896091352,20160226120000,20160226000000:20160227000000,3068.388916015625,0.0:6136.77783203,0.00568922,-0.00143446,3.96956e-4
-74.58224826388889,-74.70703125:-74.4574652778,-33.46502082981203,-33.5896091352:-33.3404325244,20160226120000,20160226000000:20160227000000,3068.388916015625,0.0:6136.77783203,0.0134394,0.00153085,3.96734e-4
-74.58224826388889,-74.70703125:-74.4574652778,-33.21584421904461,-33.3404325244:-33.0912559137,20160226120000,20160226000000:20160227000000,3068.388916015625,0.0:6136.77783203,-0.00186564,-0.00144709,3.9634e-4
-74.58224826388889,-74.70703125:-74.4574652778,-27.983135392928823,-28.1077236983:-27.8585470875,20160219120000,20160219000000:20160220000000,3068.388916015625,0.0:6136.77783203,0.00927734,-0.172302,3.97137e-4
-74.58224826388889,-74.70703125:-74.4574652778,-27.7339587821614,-27.8585470875:-27.6093704768,20160219120000,20160219000000:20160220000000,3068.388916015625,0.0:6136.77783203,0.00458224,0.00889526,3.94714e-4
-74.58224826388889,-74.70703125:-74.4574652778,-27.48478217139398,-27.6093704768:-27.360193866,20160219120000,20160219000000:20160220000000,3068.388916015625,0.0:6136.77783203,0.0109929,0.0195025,3.95556e-4
-74.58224826388889,-74.70703125:-74.4574652778,-27.235605560626563,-27.360193866:-27.1110172552,20160219120000,20160219000000:20160220000000,3068.388916015625,0.0:6136.77783203,0.00757213,4.61847e-4,3.95008e-4
-74.58224826388889,-74.70703125:-74.4574652778,-26.986428949859146,-27.1110172552:-26.8618406445,20160219120000,20160219000000:20160220000000,3068.388916015625,0.0:6136.77783203,0.00953937,-0.00195578,3.96029e-4
-74.58224826388889,-74.70703125:-74.4574652778,-26.737252339091725,-26.8618406445:-26.6126640337,20160210120000,20160210000000:20160211000000,3068.388916015625,0.0:6136.77783203,-0.0523682,0.010376,3.90053e-4
-74.58224826388889,-74.70703125:-74.4574652778,-26.737252339091725,-26.8618406445:-26.6126640337,20160219120000,20160219000000:20160220000000,3068.388916015625,0.0:6136.77783203,0.00871159,-0.0011986,3.93127e-4
-74.58224826388889,-74.70703125:-74.4574652778,-26.488075728324304,-26.6126640337:-26.3634874229,20160210120000,20160210000000:20160211000000,3068.388916015625,0.0:6136.77783203,0.0072937,-0.0148926,3.92137e-4
-74.58224826388889,-74.70703125:-74.4574652778,-26.488075728324304,-26.6126640337:-26.3634874229,20160219120000,20160219000000:20160220000000,3068.388916015625,0.0:6136.77783203,-0.0114247,0.00132751,3.96261e-4
-74.58224826388889,-74.70703125:-74.4574652778,-26.23889911755689,-26.3634874229:-26.1143108122,20160210120000,20160210000000:20160211000000,3068.388916015625,0.0:6136.77783203,0.0219727,-0.0134888,3.93476e-4
-74.58224826388889,-74.70703125:-74.4574652778,-25.74054589602205,-25.8651342014:-25.6159575906,20160210120000,20160210000000:20160211000000,3068.388916015625,0.0:6136.77783203,-999999,-0.415405,3.90115e-4
-74.58224826388889,-74.70703125:-74.4574652778,-20.258660459138838,-20.3832487645:-20.1340721538,20160203120000,20160203000000:20160204000000,3068.388916015625,0.0:6136.77783203,0.00369568,-0.169974,3.98495e-4
-74.58224826388889,-74.70703125:-74.4574652778,-20.009483848371424,-20.1340721538:-19.884895543,20160203120000,20160203000000:20160204000000,3068.388916015625,0.0:6136.77783203,4.40192e-4,-0.0256312,3.97331e-4
-74.58224826388889,-74.70703125:-74.4574652778,-20.009483848371424,-20.1340721538:-19.884895543,20160212120000,20160212000000:20160213000000,3068.388916015625,0.0:6136.77783203,0.00236082,0.00691238,3.98473e-4
